path;avg;block;radial;phash;marr;color
/home/breno/codes/cv/hash-similarity/data/original/ca23f818-9e06-476c-9a9a-98464f9b772b.jpg;marr -> da693e9e06cb25b2d9da6d349c82487e6cc9d26d;phash -> a6a3697803c95893;avg -> ffcfe7c78799c7ff;color -> 2e08b54d84567b3f71ef16a92dac923e5edd5eb1e9c32f3e1c800334ba1a343e8944138d8b03763c0d50611434ad843ddd07a51419ae513c1c13ba7aea945c3fdba8db439021853e43460eca3889103e929148282284e13da0f693113fa6c3bb59709c19e8532abd768c24fa25e3e9bbe822942c014c4a3f7d05c0923c84e03dd47fafa255763f3d7cddd6869c3d563d6b6c12168102b2baa62dbb33ace226bc66e89d267b918d3aa5fe6ad77fee4b3ff84b40496f74e73d08684c1009d8493d4fb234bcb651673df80fd09e199ed1ba1a4de07969a8383cca83e30936dca8ba8810a97ac4f0533ff5c4962997a9a93dbcce527c2708143d98d00bb1bebf453defcb403627a365ba982e05e3247023bc02ee725fc95183ba86367b750df4573f421658425c83c03d6aa1e52ebabc333d211557e509f3623dc4cd4b3c3fa08ebac8b566149a25493c;block -> fffffffffff87ff03ff03fe03ff03ff01fe00fe007c003c027e03fe07ffeffff;radial -> 3974ff238b7629
/home/breno/codes/cv/hash-similarity/data/original/cac78a7c-f836-43f2-bc64-753cb8088366.jpg;marr -> fc7e3b1f06cb6f925bf8763b01b6cb489ac9f0723b0c96cf647cd9d2723b0c96db6cb637d212790d8f8365b60b9303c965b9336d92d91b89c961f9bb6592491b87c1e1f1b92d92db;phash -> 402b92446b1e9009;avg -> fffffffffc80;color -> e2f4b9c887f6713f2c9c56f8b5c0533e6ec81e7e1306093e3d071a46045e0b3e6849f99a494f163c177e9b5b50123b3db09ec77e146723bc28cda244ed4e683f88a274233634c03eb15dcc72d548173ea291b275b831143ea57ea45818b4363ce2fd4032c2bb7cbd68ca9c1459912ebc8553e7b2b9334d3f34e79640632d603e68d59b0fd642ab3dd1eee85dae39a93d02a904c8e807383b56894425db2ae1bc182be7ecc97364bba01084e6ec3a4d3f63961f1f44ed623edbaa8360d0dfab3d9f7da222cb5da83d5089f896;block -> fffffffffffffffffffffffffffffffefefee0fe;radial -> c55a
/home/breno/codes/cv/hash-similarity/data/original/cb811aa6-ef6e-4bcf-9f95-fd6d0cb93a61.jpg;marr -> 07bf3b1f8fc4866d36da19348172cf23b2d80bc9293d09382cc81b9349e4a0f0792e48d2ec4a25ba2e47225fb61307c4eda0583c7f26ec87c7e3f1f8fe49f06c723b17cd87636125;phash -> 434fbcc07cf0dd6b;avg -> 302e3f1e3e1e1c82;color -> 1e0d324a2a568d3f96c6c79d3d5db83e7ead7493eed1433e9b31f727d150543e;block -> 08860c06fe03fe02fe0ffe0ffe03fe0ffe0f7c0ffc07f803f803f001;radial -> 5c27ff81
/home/breno/codes/cv/hash-similarity/data/original/cc865fd1-cee1-41f7-a129-40cc1fd366f9.jpg;marr -> d27a192d9649249324da49264c96c92593249349896070385c9f249b09c93f8fc2ebf0389b07c961f25b649b250381c1e3f1f8e6723c1b89c1e1f0792493260789c3e1f0f924932d;phash -> 8e736004c91066d1;avg -> ffffffd7d7c70703;color -> 30553dcf38027f3f32bf4b9bcac5953e6a8cec1ade26383ea5aa879ac138333ef6b6e07803c36d3ce237b40a8e2179bd126c4223fb2d75bc3782108070a1643fe448b687dd80683e0ce34b74d4d2c23d2ac7;block -> fff7fff7fff7fff7fff7bff79ff79ff71ff31ff30ff218101011;radial -> 80d811706768a3ff8f
/home/breno/codes/cv/hash-similarity/data/original/ccf86db1-3f6e-4109-9f5a-58e263421afe.jpg;marr -> d241c9fb66cc9c77f8dc783e1d024cd8363f078dc7e1fb47a3e1fc9989c1e3f1b36c9e1f6dc9dedf8c0364783bdb2db49b4d213b91f8b4eda4049906040e07e37c2685b06894b63c;phash -> 6dd676da8b6dfdaf;avg -> c404e5f6feaa6840;color -> 0655e33b62787b3f5829a18cd9ef7d3e7c1dffc6c207283e65a09a1d8956073e2818479c0d722ebcb106fa8c12852fbdc00d7d505451203c727b6d08f6845a3f09df6f09d5294c3e413c4ad9461bd03dbd16362661b2c53d1c8e4b2765ba6b3b9a5012acde6bf1bc2c90df;block -> ;radial -> 8a9732ff
/home/breno/codes/cv/hash-similarity/data/original/cdae9cc6-4047-492a-b32b-9716c53e477e.jpg;marr -> 1f8de4cd9cc12d93b224ed3c9c8ec3642db66c6d340cb6dd934da4f969348c96db25a837db69348c96d96f6cdbda6924a4f6db2f6896da69248c96db6e43b4da691b0c96db6c93a4;phash -> 08914638830f740a;avg -> ffffffff1f;color -> be10ac7a3e57733ff41d884fdadfb73e9355f785254b243e361653cc44520a3ec6376afef7ad2abc48ee11c0aec464bd3389c1faa3162bbc1030b23c1b9e663fc2eff4089e3ca43e1faeb130fcf7f23d297bce105fc3243e7554d9612ed824bc35bf393df36862bd62f26666f672413cc48a2bf151ca4d3f154f9885f9d24b3e79e972e9e0caac3dfd5701c80a1aad3d47290bc0cecf693b1b44d8dda196d8bc2126130be8b044bb9680b1bcf38e4e3f47d799c9cd9c503e9f99a5c6c539b03da987b72f04e9b03de20ff724eb4c713b94619c2f14a3debc702e24d9b16f45bb93da0f94510f553f8fe0dd9f4928ef3d7032c081ee73493d863861da08ec3d3debe456424912903a74c2418485af06bc24a03ba3f54781ba3e52e3b86267563f14fdc0aa04aaec3db0411d67ca043d3db907db309067503d8ee905d3ce529b3a;block -> fffffffffffffffffffffffffffffffff867c03f;radial -> d9a8
/home/breno/codes/cv/hash-similarity/data/original/ce0d5c90-7edf-4769-986e-0cce88eacd79.jpg;marr -> db781b3e0e0743b3a4e04914c0ffe07cff24935b076dbccb5b9324934bdcd63db3643f24da7d391c96b12eed20d26c196c3f0f2369f092791924b65c9e09369201db2c8e2de66fb4;phash -> 2dd22daa51ac538d;avg -> ;color -> 80300db6e0b9613fd47d8954d8156f3e627443ef8929dc3d982e8dc2e40ab03d5e6a1ccab2a3833b7ba9d8a72991dd3cc86107c5568d70bb30f4cc5d6a10643ff49e889cc47f623e7ccc08ca24ecba3d6019dd16af23683d3666f10855a8e33aef64cb4ce2b2a03cdb1afdc6abbf0abbc6a2;block -> ;radial -> 9bc8
/home/breno/codes/cv/hash-similarity/data/original/ceacb1a2-004e-40c1-b090-13409cf66e08.jpg;marr -> f4727e9c8f0367b25b64f23c1c99292cb7b325b0c3e78c1f91b6d92496c6ef8d84d9925b25b2532781ce90b65b0d924b7b8fc49193d92593fe83fe;phash -> 03830353b731cb26;avg -> 7e0e06;color -> 3451dd81c10d693fad48b64bc2f2793e14c78283fde6c63da785f2f85a97ad3d038be4ca3816723b30c5b7e9e187ee3c486de07afec56fbb36e6cdeabfa6633ff8d721dfb17b663e8d2529e88f0cd63d630e8354fbdfd53d3c304cc31c9cbcbbb8f878f46a740fbd2a367cd55e39a2bbc690435d06686c3fa0c037b22f138d3e2ac6268e4835d13d940769221bb5f13d08a83ebf7b0fa8bb0e27ba6d5cd3403d5a761f639d42e33b9e0b3050cfb86e3f961f6c;block -> fe7ffe1ffc1ffc;radial -> b7cb
/home/breno/codes/cv/hash-similarity/data/original/cedd9321-6b5e-488e-98fa-42811721b5ed.jpg;marr -> 6ce824ccb07e65c9c89236f485e9236d364d93b6037249236f024bf048fc924dc2ec6e4d3e8e43f2013b241e271b7236cc80d8370dc9db1276c6de81252e5bd216d36262792db1c8;phash -> 29355691936ade16;avg -> 8e690afcfef0;color -> d65232173432723f6408679d2759b83e092a41d7cf1c2c3edc0add06ed042d3e3b9b2c2007c9423c1c61f1d7e4d8913d3a114d4df278693cae3e6988ae62553fb69b7b317b8f593e503d63323e40a63d5856eff4d463c43db0011e1429f989bb4103ce783563f9bc5da1ad072f8c6f3bbed244d62bc4533f1639f05ab33e343e446a10e0ae49933d4298310dedff7f3d14a7906cac2bfcbaf2c4cc594fdea03c957140d801d317bbee3c4f53686a583f19e75f0daa36543edd43346110b5903d67cbbfa78960bc3dc82f69f5de4473bba03f5e382d95ed3c0cb2efb2b1d0333b7294736a5996523f10f5fed6e307073e05b63eb16fb4483d2089c3acac2b723daf921c53d801e0baa7824cee3dd37ebc3d01b0b1b110c7babb0d058bc605593ffe469c0bd134203e71416f4515dd703d5553bff06e79943df84173f632b90ebb5c2d96edb78dac3c67991d65c480263b;block -> fcc3dcf8;radial -> 99
/home/breno/codes/cv/hash-similarity/data/original/cf919943-02db-489a-9936-9004a12630ad.jpg;marr -> 16fe24cdae4b27f9f82c9b24fc926f93e1e81b06e4c27db49391c9f2661f1e8fcc906e24936db805b61c9ccc2d6ced02e1b6f4d84c1fdb3679307e4644360f0d9be6c4bc892e16c9;phash -> 93dc63a63c5bf3cc;avg -> ;color -> 1c5e1cb328f76c3f1c7b3d869cb9973e314b529ac00cf73de8c5f01dddcd0f3e5067f72f4d13e63b46783c99216157bd53f6e17f5cfa22bca062ce7527305c3f5c91537bfe11643e89373f4dc654b83d5e2d50564a81a53d657c6ecd60b862bbcd6ee3415afde0bcac052439451b56bb0a56f5b583c05e3f5cbca9d43e93853e7b813d5d943bc13daba8832e55f7fb3d786b66dff397d8bb65f2ecf15a22443d55f432c9a12fe8bbbae55374f1f1613fbe5358953326953e47cfb2550fb6b13da7741669c79a0d3e8478f6a21504f03b68d36465d57f5e3d0e4356579051f9bbe16aa7c74570543f5c77615ff7e2eb3d91bc3e2b72f8603dfe03ae2f35115e3dcbe12a7eb919c1ba0dc6a95e16875b3c4ae3442e1dabc8ba82ee39fd95c0563f2923230a7cb6e83df997180a67ac4e3d599223d958b75c3d;block -> ;radial -> 82
/home/breno/codes/cv/hash-similarity/data/original/cfa63022-92f1-418a-a239-58f288e696ae.jpg;marr -> e070381d8907c29692fc7e3f0d21371c92dbe4f21b292bc6c8964ffc3e3f093494d8dbb66c731b0d24bc784df0e4783829bf24ce4cd924fb3f1d2fc7e392642391c3fb6e07264d6d;phash -> aeab2910142e284d;avg -> efeb2b81e703;color -> 73ca516e6e416f3f99ee92521e94683e2aa903fe3349d03df32968b39db8f03d3297d122959bd1bb9055e8fc3fea193d1b04c702b0a8dd3b7407ed197849673fc411d5bee859903e487efb55e1cc023e1463040f1684dc3d9b1ac95ec125dcbbbc8978c5aa602cbdbcf999eac5c4be3bdb10e96a7ae4583f65b10a5e7b55213e4701a20a6c8fb43d21bd5736a34fd03d3d11245c90f5843ba190d809984fe03c4d7ca90721eba13bd2cb11d1b8f0593f0b27d4742266273edabdd039a326b53ddbd254c3c358d43da68b4b4608ba883bf778fd22c935ed3cd4471f9b70a5a93bd40fee157d86553f2cc52173ffeac53de75c4d4e7d8b333db239664fa55b403d4911a63e87ce84ba9fc1de1298331cbc04e39a9534b07e3a796da4db7b56563fc99f28c721e2e33d4d5a4d83558c393dd7fd2679b3e2343d63091ede8b84663ae22bf07628ec07bc1e243db6d6f87b3a;block -> ff7fff7fff7fff7ffb2fef2603;radial -> 75ff9f
/home/breno/codes/cv/hash-similarity/data/original/d35a4dc0-0221-41a5-8126-d1e55c627ebf.jpg;marr -> 2792e4c5ee0365a4d91f6d01724724cf605b1fe90963793124da495b6d8b62f9303e484993cd84f09d24936dc1da4d8d85eda1265a7ffc49a6de0d812c933703eda4d991fc0c3e3f;phash -> aac6da692c947b03;avg -> ;color -> 0a9f1277c07b823fd87d52f4024d803ece17e33d1baf4e3eeae9a1b78efa173ee848627d672e2dbc1c06c7277c42503d2f17fbc633835cbce0f2fdf73e43503f075c17f152371e3e3c975179196ba33d5010b17ced0f943d5d64d2a84b5c333bd9c6b85419917ebc8e21018667283dbb661f7c63a3b3553f6ade80a077e2783eeae6b216e014d33dfccbb360f0aaa83d1a966b80d43043bb3e2bf4a3a248dfbc65dc3945a88777bbd0dce34fd8af5c3f1ec29f1ad3ac863e5a281f32a4e6ee3d6531561c6e42c33d0a6c57c129ca633b3de0c5407624;block -> 03;radial -> 709f
/home/breno/codes/cv/hash-similarity/data/original/d0c11b9b-cfe4-4d1d-af1f-b096c7c55108.jpg;marr -> 93098965b2da6c6f269b498c84b2596e6d3613c986e5b923244f267c6e4703b0f9e793b60383de80f0f13df1b4f0681d9c8e47c3b136db03d90596a49993db1b89a8e4ff;phash -> c69b9c3010;avg -> 0707170707070707;color -> f0c3d625f44b5f3f08c5a88ae8016c3e025673dc87c2c93d10d12f1caab0e23df3f793c27889c73b24e92174b67221bdf67c65eb734bb4bbe81f96f3adfe683f642fce162f4ab03ecba5bc1e6b5fd23d49b5cdc02b85cf3da6777e5255;block -> 3f;radial -> 54bdff24
/home/breno/codes/cv/hash-similarity/data/original/d41d3a3e-4ec5-48bf-a24a-d1be824f1a95.jpg;marr -> 49a4c6e5bda4902cdb6db246de0924de4b496416527249a91db65b249bfc9253e3612cdb2ded26cd9db12648966dd6e4ec9db16c93b64b16f68dbd212c93b6da68f48db49258b7b6;phash -> 6662626b;avg -> 8c07c18cc6df7c82;color -> f5f5721a459b743fd29e2a1b51e3863e9cff9e76cef6023e0b0fd2b765f1283e73bccc81308d303cf18cba860833743d02b7f2279e70503c8e17f9faab6c603fbc8e82233cd8483e187081e75302c03d5671d1f7b00ca93dd550f29cdf8b58bb1ce395956f1f84bc2e7f6d388cd96cbb36e470b5016b523fe0fdeb848997143ec9cbb963ec23893dd5a54c74cbab803d1632869e5d96143b1c166eb51633673c4963e3841955f63a6b1bb8a4beb0543f1d1509825b45103ec8370b354b1a973d70ca74700f08813d1af3d97928c21d3bf828d2661fb4443cdcf1ebdb0bcae3bacfdd8bf154c3533fd614d7a4a94def3defa14d488038403d54cd0f46aea4473dae70281ccea698ba66574e2bcb7232bc229a7c4d73508eba9a57c6eb343c583f0db5baeff63a043ef46e842bab63453d266f14295342713dfcc71a8a3fcba3bade53af722fcb713c4ae848eba634dd3a;block -> fc0f2ff87f;radial -> b4e6
/home/breno/codes/cv/hash-similarity/data/original/d7da2f7b-bdc0-4f44-9f19-2c51bceb2e27.jpg;marr -> e436493b464da592db6c324b7a464db196d9e4721b7a4b6525b7c864b25b72492325b6926cb6fc1a4d012524db6c367e1e0d212764d9db3676de;phash -> e5fcfecbe8ccf6d3;avg -> c08080e0fcffffc8;color -> ;block -> ;radial -> 46fe40
/home/breno/codes/cv/hash-similarity/data/original/d96dc470-f05e-451c-8473-0e9c8c3b3071.jpg;marr -> ec49348dbd212cb6c96ce9248db9324d48d96ced26cdba492c165b6ce936c492692c96db6cfc12649ec96cb6db6cfc1924964fe1b2db64fe19249f2367921b6c724924992365b3c9;phash -> 04094294e86b1785;avg -> fffffffec080;color -> ;block -> fffffffffffffffffffffffffbff80ff;radial -> b065
/home/breno/codes/cv/hash-similarity/data/original/d5783ddd-5eaf-4da6-87a6-4e941655980f.jpg;marr -> ec7c348d9fc763b1d8f87c348d9da36bb1c8f802e4cc99381c1e17f036e2e5f0587c5325f0723925b737056de41389890d9f07c3c0581b8dc4ec8e0703924b1b8dc4c5b1397c1e5b;phash -> 8dc95892b63667cd;avg -> fcf2f7c6c644;color -> 083801c150a7603fa1394015bc1b503ec7d4dc93bc11c83d6192016ac8f5d53d17faf0ec52a4a3bbc333662f3e9d01bd43dc758eec08b4bb692c8a3ad12f4a3fae16f592ba54153e7631d5dd9d8a6d3d0fdf0cb650656c3dc86d3a34938dbbbab8a3a3ff21b6763c6cf3a14c0e78e9bae0e875c6d788573f11b2edb4f5e6713e94092f1095df603d5013100f06f7e43dea3bd98eefa691bb6795f616ff3220bd0bc83cbb973291bb76e92a0d5ec3613f77619947e233843effb43d36c76c9d3d87c6838b9bd4093e1534ad1d7bc3edbb9814e1e8fe0f42bd1d4172f58574d43bae613fd022425c3f28e297ef01a14d3ef36b2ee8cd89c73dfa4910584907d63dda8706de3efeb53b648a5e67ceacf83c4c11b040eb3c863b56c5cc35c6ac523f0a98d1f2e713103e162ac427fc67573d9d2a1e6cb90b823d120722e38b4ff33a37305e51c41692bcc77afd5b597dfa3a;block -> f87ff8ff18ff1cff3fff7ffc7ef038e03c603e6018201820;radial -> 761a1bffa21e
/home/breno/codes/cv/hash-similarity/data/original/d3de0d7d-351c-477d-84a5-dab3beda2beb.jpg;marr -> 24c92d9b6ec36fc9c81b4db827af0f13b1e09b499932724c92c9f0931249bd99b49a4cd99302492362787f48c99313e4fec09ed3644913f225b246ce9ad03396c943e2f24eda48db;phash -> 828f5952c0292a1e;avg -> ffff6764460c90;color -> 78431d7c4543753ffededeab5213b53eb9e188e839361d3e15b1b3fbc723443eca6f727cb78b85bc555c2cd0ca55a43df87b34b8a8c445bcc0a8429c4f6d593ff45cbfda82608a3e4ac39f6dc979ed3d14932cdfe0e0e13d82;block -> fffffffffff7ffe7ff7ffe3cb87c383c1c;radial -> b4ddff
/home/breno/codes/cv/hash-similarity/data/original/d7e42042-74df-42c9-a27e-2674d272f7fe.jpg;marr -> 9249249b6db49249249249249b6db4924924fe04e4a071349a49252492768c965fc3ed246c9274cc969f236d241b93bc04ff0783c1269249249b6db49249249249249b6db4924924;phash -> 8d24b3983339d3b3;avg -> ;color -> 7e93c48853b9693ff6b58c76b354783e7a785cf099a9cb3d8a91b8af482a473d16fa17211effdbba84b7034fc0ea253c18fca9bb12a7d73a5758f7dc8044503fb53d69b78c7b2d3ee3ab744af907a33d3822d8b4a0926b3d1502d8427f2c023b782bcc98772b89bce9df7b8283cdeebaa09d22b988515a3f93bf99670262e23d7a919d90edb04d3df92957142d35a53daf0a86e99f1928bbcf86ca906c899c3c82f6fd9058ec263bdedb40f85bff603fcaa67687d2ee273e415baca98573903d0f16d9a8e9b4c33d5237844c3061763bd4f2a3e0e059e03c6c829ddee2f8753b482fb116b42a583fc3f4cadbba8c413e8cc2c2951155a63d8f7822d33ff73c3d8751cce4cf18baba2d5f67b60660633c25cfbc4cb477b33a3532f14ad44c573f6b228693ffe5fd3d7db8b567a360903d64313f85bb486f3d50a6235972c2fc3a1f3e2fd50bb474bce4df0af2cfade83a;block -> e007;radial -> 83aa
/home/breno/codes/cv/hash-similarity/data/original/d5e8aadb-6658-4d1a-a367-0d3bb099f18c.jpg;marr -> e86924c4b9381c3e1fe969248c987b51b2dbcd6dad92603359b0db65cd21766058dc0edb6dc92b5f02483f6cdb6dcda4df4980fc7edb6dafe4c3470bd1c6db6dc9f49b8178fc7e9b;phash -> fdb89a66beedee03;avg -> ;color -> db7ce10f17b87f3f84c9045cb5ffd03ef84577f4e1494e3e7390cac621471b3e927729127ffc1ebc323751688f8c65bd42e34c73704c61bc80bec18957f2603f9545ec406714833e2bc02d89940ff43d944425209e1fb53d6f7184935b33923bb2bc318e8c2afe3cbb37909fba2e943b02d59784d9ce513fed2410abe5f3423e5539626eb789ac3da8b25cf0045e603ddc3861060952d0ba7207a0775b9885bc48a6237382baf53a3cded79fa359543fbcd83e59125b613edae3b62bf458c23d3c49b0d48396563df8f1c8d4446de4ba186af0460489873cad7726f5b091f1ba4530fc7a8a31533f5dde23ea9898063e;block -> ;radial -> caec
/home/breno/codes/cv/hash-similarity/data/original/d7e3f04d-e974-4987-8a0d-1e6505eb3f1b.jpg;marr -> fa6d349b6934da6da4da6d349e0926d34924da69349a4d26d00e269269349a4d;phash -> a97a56b599c9675e;avg -> ;color -> 500c097362667f3fbc0c67b0acadaa3ec68e8042d7fd503e220fff1c6df73e3e27af92cdf6f27a3c;block -> ;radial -> 1b14ff135336
/home/breno/codes/cv/hash-similarity/data/original/d21348ec-deaa-4ddb-b780-1226c38cceac.jpg;marr -> 27761f2c8fc6c1bf6c6cec8b7c06492e4d2464b6f89846436f492491b6c7a0b03b6f69246d9649249da1276d241b96fb06b03b6f69246ccd83e7fdb3676d646c03e707e859376524;phash -> 42039ad4431abde1;avg -> 9fffbefee680;color -> ab2a83129af86f3ff961933ca048733e6d0cddcd76ca323ea44cdbbda241323e8d3d41fda164743c216b4f5fb5fe73bd7f28fadedd2e56bc5e5e08d2dde7503f22a288b46df0443ed57519d94ebbad3deda9c5cd2721b13d32bd18f8a0df5c3b157a8246fadccb3ce09c369eedf76e3bbbe4756b559c513f3c596632cce6823eb2d34674d9ed833ddbb127505f1bb63d2954213f520a3a3bcac1cd9c71d7dcbcd4cd0f083a3f643b803a1a855212553fc81f4e86d4a98c3ee1212fb4308a3f3db4ed02a07378c63d3a50c24e92d244bbae3afa2a7b5df53c88290ce4fd4c58bb2a7781af257b533f76be78a2ba7ccb3dfc3c2b44dfe78e3ddba99f41e491893d6c565619cfbd233b510272d5e98c513c9fb62dad056f15bb424003416124593f2a4959eb6eac013ef3d2c46ab335b23d299887f55192b13dedffb8de3bfc713b95c0b573a5b9b7bc8d6065250f9c5fbb;block -> fff7ffe7ffefffffffffffffffff7efc7edc70fc;radial -> 9d75b681eeff83
/home/breno/codes/cv/hash-similarity/data/original/d2f11795-1c4e-46ff-b87e-95d2bca69b5a.jpg;marr -> d081c1e1f1b93e6d262591f88c867e9b91260d87c4e0f7a7a3c036933246df4a4c945bb61387f6d2f24c9017b4f8761b3d03b4e497f0da7e2c9f0f0701b7e0da7832df492391b1d8;phash -> b5256af9b6c3ad66;avg -> 60c0c0c0c0d40e;color -> 348a9dd4aecb713fa62142a7d5e98c3e68146c97d955103e539efd67e5640b3e9ae60b96c097263c;block -> ;radial -> 3857ff1f98860a5420
/home/breno/codes/cv/hash-similarity/data/original/dc380126-03a8-4884-a512-fa084d6f87ad.jpg;marr -> 138156fc8933241e5bf812ec1996cb372647d036f91c8e44d8dcd913a480e0705be76c4ad8248167c3fd23b1b09326fc04fdb12649b6fc36f81c94989e93260f87c3e1f6dfd0f7e8;phash -> 2aa35d1f70cb0930;avg -> 7f037e6d0d2315;color -> 12e4c1e45dd1733f189c16ecb3bba83ed8e411f29d2f313ed1ecd0a28174423edc49996897e3853cd8feeca41d3d8e3de4997998a31983bc26ade8e3d24c773fd9cc4fae59eeb33e16042fa5dfd0193e;block -> ff2fff2f7f2ef30bfc3bfd1dfb0ef604fd;radial -> 709fff
/home/breno/codes/cv/hash-similarity/data/original/dca1db6e-0a20-4a8a-9153-59b2a6f37e8c.jpg;marr -> ;phash -> 75fdcae77edefdea;avg -> ;color -> 8a652f4d6e9f623f8c6b7eb31c75613eb434539d8e07ff3deef66a40843bf93dd2ef2a0fcf1ef03b48eb2ef35cb213bde6e1724de98904bc1c397056711c563f9273c171cb8a713e590882a8d409ab3d5b3acf5d4136bd3d92551174bd1f7ebbaf9c704af834fbbc102429b70339743b8c56608181e5503fd4a3db9ef310813e96ee6a01780ea53d2aab4a08c0c2873d2d4445f644a22fbb7d1305372733b4bcfa978898374414bbb7f6381bc991523f46caa2d301f18f3e0917ebc9dcd7bd3d282464cf5389a43d0a5818a81d965b3b5a21f4eb67c9f23cb2c8c5e48cbc613b6f43c6508a7e573fb7dcbb4d095f293e80a29e54f58e7b3d971f6313bdb2a33d3a6c4cff9e81343b308e06633bc5b4bcaa027dc32980413bf4a22f686a56563f549dc93989e0213eda375bc45613713d6691047ae3f8733d43d15bf5d966ee3ac13258926eea853c6b45d8b47054f1ba;block -> ;radial -> c9c7
/home/breno/codes/cv/hash-similarity/data/original/dcdc99b6-9262-4dbe-9123-bbb61be6bfb6.jpg;marr -> e8720b24383ec5925becf03b1c9e47040e47e070390d8fc7e3f1d8da700963f65b2781c0da70193d8e4723d20f9309c4e5b1f8fc740f1b8dc0e1ff;phash -> b1e9ad9696474d91;avg -> 7c7cfc181818;color -> 2862c584305b703fbcb76138b9c4473ea5614da63852f63d874df6f0b78a1c3ea97e442e618d26bc46f3b234da583abdeccd20e6437c33bcea63495b1786613ff15494f39c2c963eb6aee466d5acdb3db055db7e1881fa3d33643fcf0849e9bb892c395c2d254fbdfc37cfd6ac87f2bb1e10402a82ce523f8adc91aaaa35553e6c9477c390c6ec3d1f016d95f616e13d113f52e55cf5d63b9155dd1857df113db63c770fdc4db7bb4ca633b66111533f8bad244d1305563e79a9b0f424e1ef3d32f0f36b5b6fe23d011b172d0b2edb3b4a0a4b877e5c133d20d4b1ee38c0b9bbdee1bd5d0633553fee209ad2e922953d607aab5fcd23f13c3dfcc20c9dc3273d96c77cfc562e453aad27397eaf80f1bb4c7cfcaf6661f9b9063f7d4f58d0553f15e6ba84b1d4d93dc02247;block -> f87ff07ff07ff83ff83ff81fe01fe003e003c003c003c002;radial -> a3f8a7
/home/breno/codes/cv/hash-similarity/data/original/dcdc316b-e110-454f-adc8-3396758f5be9.jpg;marr -> e5b2496c96cb2591a46492c965b6dc9365a02593c965b6cc9b684b2596c925b64eca92962596c1e0f2da4896920f96c1e5b6ced193d80797c9e5b24ccc97260787c3e5f6cb6db3b6;phash -> 0679020435038c20;avg -> ffffffff;color -> f868137f82fc563f962069a9776d403e906a0d402e20a43d57abad59c8857f3d65b98826237e143bb768a554b0089e3c74cd0723bb7b1cbb99b24fa9d4b05f3fef8889a2c6e52c3eeb155209c184b33dba6aef164618a53d12b122d028e8603bc68b3b8387c4be3cba5a1d53cef850bb06f63dcd25c7563f32d21528b112673eadef26190d93db3d774c206a2f78db3d013fbdf27672c43bd4ec42fa5e2817bd97e9ded1a6abb73b64a5b1de5aaa5f3f09795a4da8a8713e7d0bade3e07ff03db9e0105f3970f13d9cc986688307ed3b97711394d05132bdae79fa5f7de6e63b4cd201cf4b9c553f3f4e78effb09893d892b613b;block -> ffffffffffffffffffffffffffffffffeab9;radial -> 83ff0833
/home/breno/codes/cv/hash-similarity/data/original/ddcc8b0b-5820-44bf-ad24-7af8f694aa96.jpg;marr -> 9201c924b2586c92db4d926d9245816f6e349305c364b32c9817e199e0cb666e4c2788496c361b7b46496753a0f20d8360b2489993e5058249c062786d985b601059380e016249e8;phash -> 5e65401b91646631;avg -> fdddc3dfff208024;color -> 449a90c71afca23f9e054abf90e5ec3e746650d78c89bb3eacf3e01dc32ba03e500c496bde7b4c3deeb719c177d213bea18d12ab76965a3dc44212b87759473f1d6a8bdd96a9b13df683df9b2e60453df1b06672a0e6223d8f3337d7e6025a3a46a3dba0c88c023cb4d701a9addd633ad6b7636095744b3f4fa8c870987f9a3d7c651a6d4266563d0b52ca81c82c3f3dac531026a4428abaef3bd8e5b3de12bc31a6ee6bdb24963aeaf83690a5f95e3f99e80bdd36931b3ea70ccb5c0141c83d1e1191c99697af3d8908954da7d5683bbd7853bc355dc1bc1ef1512d1958783b74cfaf8327544a3f2f5d2f9af9dfad3d96b06b06c19e2c3d9e329d0151b4173d40ffcd884f55463a07873ea276e2f63b7e3053578b5a3fba56aee63a40cc5e3f1720264aaeeeb03db4eaa371daed8a3d5490999e4413763d7f7d24a4ef9ff63abf;block -> ffffffdedff3fbde5ff61ffc7fdedff3fb9fdb83c701;radial -> 5fff392c
/home/breno/codes/cv/hash-similarity/data/original/de56c5e1-0aaa-4d27-aea0-b0ba8b49002a.jpg;marr -> db49990d96ded393dada4da4cd96dcd892c99b6926cc9496da92dbf86d34827db6d8b6c993723b1b6eded1b7f8d24dbc9d96ce93e1c9f203c6c496cf92123f0de926d262dc98b6db;phash -> 69cb5ab4b4a55f5a;avg -> 703177fec0e06420;color -> b0c9b0219e4a613f63233d57faf04d3e4ad44efc8207da3d4698e7b0d9e4a53d84c9de0bf0c94dbb4af185116217d53cdbfd178cdccb763b7e945bb54dd24d3f703c13aa45dd0c3e5cfd239724c1943d469354d2f673823dca14c5205e7e1c3b4fbc4548571889bc5e704ce760c50cbbcc3f7c3b022f683f5992efae0370843e42b02baef2272a3e5dd751fe13f40c3e1d;block -> ;radial -> ac
